,codimap_category,codimap_title,codimap_date,views,comment_numbers,codimap_explain,codimap_hashtag,codimap_imgurl
96,캐주얼,캐주얼의 정석,2021.01.04,"9,470",4,보온성을 더해줄 퍼 재킷에 스웨트셔츠와 스웨트 팬츠를 매치하고 블루 컬러 아이템으로 포인트를 준 이지 캐주얼 룩,"#겨울,#캐주얼,#바이시클트로피,#컨버스,#아웃스탠딩,#예일,#후아유,#팔찌,#캔버스/단화,#트레이닝/조거 팬츠,#맨투맨/스웨트셔츠,#캡/야구 모자",https:////image.msscdn.net/images/codimap/detail/1277/detail_1277_1_500.jpg?202401111901
97,비즈니스캐주얼,미니멀 감각,2022.01.14,"3,087",4,블루 컬러가 돋보이는 니트와 슬랙스를 매치하고 토트백으로 마무리한 포멀 룩,"#단정한,#격식,#출근룩,#레더,#오버핏,#얼죽코,#레이어드룩,#슬림핏,#겨울,#포멀,#제이반스 클래식,#로에일,#세인트 갤러리,#비비엔디,#더니트컴퍼니,#수아레,#머플러,#반소매 티셔츠,#긴소매 티셔츠,#토트백,#구두,#슈트 팬츠/슬랙스,#니트/스웨터,#겨울 싱글 코트,#비즈니스캐주얼",https:////image.msscdn.net/images/codimap/detail/11363/detail_11363_1_500.jpg?202401111901
98,캐주얼,귀여운 포인트,2021.06.01,"3,427",4,그래픽 디테일이 돋보이는 반팔 티셔츠와 데님 팬츠로 완성한 캐주얼 룩 ,"#캠퍼스,#그래픽,#여름,#캐주얼,#이피티,#잇터,#엘엠씨,#노스페이스,#트래블,#캔버스/단화,#캡/야구 모자,#데님 팬츠,#백팩",https:////image.msscdn.net/images/codimap/detail/3378/detail_3378_1_500.jpg?202401111901
99,댄디,깔끔한 레이어드,2021.07.16,"13,756",4,니트 베스트에 반팔 티셔츠를 레이어드하고 데님 팬츠로 마무리한 댄디 룩,"#미니멀,#남친룩,#데이트,#레더,#여름,#댄디,#페이탈리즘,#몬스터리퍼블릭,#로스트가든,#블론드나인,#브렌슨,#데님 팬츠,#안경 소품,#메신저/크로스 백,#안경,#구두,#베스트,#반소매 티셔츠",https:////image.msscdn.net/images/codimap/detail/4551/detail_4551_1_500.jpg?202401111901
100,아메카지,캐주얼의 정석,2021.07.02,"5,410",4,오버 핏 반팔 티셔츠와 벌룬 팬츠를 코디하고 토트백으로 완성한 아메리칸 캐주얼 룩,"#아메카지,#벌룬핏,#뉴트럴톤,#로고플레이,#오버핏,#꾸안꾸,#여름,#아메리칸 캐주얼,#제멋,#벤 데이비스,#그라미치,#커버낫,#뉴발란스,#코튼 팬츠,#안경 소품,#캡/야구 모자,#숄더백,#반소매 티셔츠,#샌들",https:////image.msscdn.net/images/codimap/detail/4025/detail_4025_1_500.jpg?202401111901
101,시크,넘볼 수 없는 분위기,2021.05.24,"1,703",4,유니크한 그래픽이 돋보이는 튜브 탑과 와이드 팬츠로 연출한 시크 룩,"#그래픽,#모노톤,#봄,#시크,#레이지던,#블랑토,#유즈,#블랭크룸,#엣클립,#귀걸이,#힐/펌프스,#코튼 팬츠,#숄더백",https:////image.msscdn.net/images/codimap/detail/3250/detail_3250_1_500.jpg?202401111901
102,캐주얼,산뜻한 컬러,2020.10.27,"15,900",4,산뜻한 매력의 오렌지 스웨트셔츠에 크림 진을 매치하고 스웨이드 스니커즈로 마무리한 캠퍼스 룩,"#가을,#캐주얼,#오버캐스트,#유니폼브릿지,#폭스바겐 와치,#제로,#타미진스,#뉴발란스,#캡/야구 모자,#반소매 티셔츠,#디지털,#미니스커트,#트레이닝/조거 팬츠,#안경 소품,#웨이스트 백",https:////image.msscdn.net/images/codimap/detail/232/detail_232_1_500.jpg?202401111901
103,걸리시,언제나 귀여워,2021.08.20,"3,299",4,"퍼프소매가 돋보이는 미디 원피스에 카디건을 더하고, 플랫 슈즈로 완성한 걸리시 룩","#피크닉,#화사한,#체크,#여친룩,#여름,#걸리시,#마이부,#헤더먼트,#오뜨르 뒤 몽드,#위아이윤,#락피쉬웨더웨어,#목걸이/펜던트,#카디건,#미니 원피스,#헤어 액세서리,#숄더백,#힐/펌프스",https:////image.msscdn.net/images/codimap/detail/5782/detail_5782_1_500.jpg?202401111901
104,캐주얼,티셔츠에 주목!,2021.05.18,"4,168",4,옐로 컬러가 돋보이는 반팔 티셔츠와 데님 팬츠를 연출하고 볼캡으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#리,#아카이브앱크,#라이프 아카이브,#리올그,#벤시몽,#데님 팬츠,#숄더백,#캡/야구 모자,#반소매 티셔츠,#샌들",https:////image.msscdn.net/images/codimap/detail/3207/detail_3207_1_500.jpg?202401111901
105,로맨틱,상큼하게 화사하게,2021.08.18,"1,843",4,그래픽 프린팅이 돋보이는 원피스에 숄더백을 더해 완성한 로맨틱 룩,"#그래픽,#화사한,#폭염,#빈티지,#여름,#로맨틱,#펄리모어,#세이모 온도,#트윗비피,#배디,#로이드,#팔찌,#숄더백,#슬리퍼,#미니 원피스,#귀걸이",https:////image.msscdn.net/images/codimap/detail/5679/detail_5679_1_500.jpg?202401111901
106,캐주얼,블랙으로 완성,2021.05.17,"3,667",4,로고 디테일이 돋보이는 스웨트셔츠에 숏 팬츠를 매치한 이지 캐주얼 룩,"#봄,#캐주얼,#아임낫어휴먼비잉,#컨버스,#에이소프,#뉴발란스,#양말,#백팩,#맨투맨/스웨트셔츠,#숏 팬츠",https:////image.msscdn.net/images/codimap/detail/3179/detail_3179_1_500.jpg?202401111901
107,캐주얼,추천 캠퍼스 코디,2022.08.25,"15,277",4,로고 포인트의 스웨트셔츠와 데님 팬츠를 스타일링하고 스니커즈로 연출한 캐주얼 룩,"#로고플레이,#자수,#캠퍼스,#꾸안꾸,#여름,#캐주얼,#네이키드니스,#반스,#사운즈라이프,#신지모루,#예일,#백팩,#캔버스/단화,#데님 팬츠,#시계 용품,#맨투맨/스웨트셔츠",https:////image.msscdn.net/images/codimap/detail/18371/detail_18371_1_500.jpg?202401111901
108,캐주얼,봄 추천 룩!,2021.03.04,"19,948",4,아이보리 컬러가 돋보이는 카디건과 데님 스커트를 매치하고 컨버스 소재의 스니커즈로 마무리한 캐주얼 룩,"#봄,#캐주얼,#컨버스,#리,#백투베이직스,#후아유,#밀리언코르,#캔버스/단화,#긴소매 티셔츠,#메신저/크로스 백,#크로스백",https:////image.msscdn.net/images/codimap/detail/2112/detail_2112_1_500.jpg?202401111901
109,아메카지,비니 스타일링,2021.07.22,"5,588",4,화이트 컬러 반팔 티셔츠와 벌룬 팬츠를 매치하고 비니로 마무리한 아메리칸 캐주얼 룩,"#아메카지,#와이드핏,#벌룬핏,#컬러블록,#여름,#아메리칸 캐주얼,#칼하트,#왈라루,#라모랭,#제멋,#반소매 티셔츠,#에코백,#비니,#코튼 팬츠",https:////image.msscdn.net/images/codimap/detail/4739/detail_4739_1_500.jpg?202401111901
110,스트릿,조거 팬츠가 대세,2020.10.29,"28,530",4,캐주얼 무드의 니트와 조거 팬츠를 매치하고 하이탑 스니커즈로 마무리한 스트릿 룩,"#가을,#스트릿,#제로,#쇼브오프,#라퍼지스토어,#크리틱,#트레이닝/조거 팬츠,#액자/포스터,#팔찌,#메신저/크로스 백,#니트/스웨터",https:////image.msscdn.net/images/codimap/detail/326/detail_326_1_500.jpg?202401111901
111,캐주얼,백팩이 포인트!,2021.07.28,"4,580",4,아가일 패턴이 돋보이는 베스트에 데님 팬츠를 코디하고 백팩으로 포인트를 준 캐주얼 룩,"#아가일,#와이드핏,#그래픽,#캠퍼스,#화사한,#여름,#캐주얼,#반스,#오에스티,#트립션,#로에일,#척,#1993스튜디오,#캔버스/단화,#쿼츠 아날로그,#반려동물용품,#셔츠/블라우스,#반소매 티셔츠,#데님 팬츠,#베스트,#백팩",https:////image.msscdn.net/images/codimap/detail/4927/detail_4927_1_500.jpg?202401111901
112,캐주얼,프린팅 포인트,2021.05.14,"4,383",4,오버 핏 반팔 티셔츠에 유니크한 프린팅의 데님 팬츠를 더해 완성한 캐주얼 룩,"#봄,#캐주얼,#비바스튜디오,#몬스터리퍼블릭,#목걸이/펜던트,#백팩",https:////image.msscdn.net/images/codimap/detail/3169/detail_3169_1_500.jpg?202401111901
113,캐주얼,어울리는 조합,2021.07.02,"2,079",4,그래픽 티셔츠에 숏 팬츠와 스니커즈를 더해 완성한 캐주얼 룩,"#레터링,#그래픽,#캠퍼스,#여름,#캐주얼,#베이크솔,#커버낫,#리복,#누깍,#캔버스/단화,#버킷/사파리햇,#토트백",https:////image.msscdn.net/images/codimap/detail/4027/detail_4027_1_500.jpg?202401111901
114,캐주얼,가볍게 입자,2021.09.17,"10,181",4,프린팅이 돋보이는 스웨트셔츠와 트레이닝 팬츠를 코디하고 스타디움 재킷으로 마무리한 이지 캐주얼 룩,"#그래픽,#편안한,#원마일웨어,#에코,#가을,#캐주얼,#언폴드,#크럼프,#비바스튜디오,#어나더브릿지,#나이키,#에코백,#잡지/무크지,#트레이닝/조거 팬츠,#안경 소품,#맨투맨/스웨트셔츠,#안경,#패션스니커즈화",https:////image.msscdn.net/images/codimap/detail/6865/detail_6865_1_500.jpg?202401111901
115,캐주얼,체크 아이템,2021.05.24,"7,526",4,로고 프린팅이 돋보이는 반팔 티셔츠와 퍼티그 스커트를 코디하고 체크 패턴 호보 백으로 포인트를 준 캐주얼 룩,"#체크,#피크닉,#편안한,#봄,#캐주얼,#펀프롬펀,#치키타,#와릿이즌,#리,#컨버스,#숄더백,#기타 컬처,#롱스커트,#캡/야구 모자,#반소매 티셔츠",https:////image.msscdn.net/images/codimap/detail/3259/detail_3259_1_500.jpg?202401111901
116,캐주얼,꾸안꾸 무드,2021.12.16,"5,240",4,스트라이프 패턴이 돋보이는 스웨트셔츠와 트레이닝 팬츠를 매치하고 스니커즈로 마무리한 캐주얼 룩,"#스트라이프,#편안한,#꾸안꾸,#캠퍼스,#핀턱,#겨울,#캐주얼,#언더컨트롤,#제로,#테이크이지,#슈마커,#세븐피겨스,#뱅앤올룹슨,#비니,#트레이닝/조거 팬츠,#맨투맨/스웨트셔츠,#롱패딩/롱헤비 아우터,#헤드폰",https:////image.msscdn.net/images/codimap/detail/10248/detail_10248_1_500.jpg?202401111901
117,캐주얼,서머 캐주얼,2021.05.28,"3,855",4,오버 핏 반팔 셔츠와 숏 팬츠를 매치하고 틴트 선글라스로 포인트를 더한 캐주얼 룩,"#오버핏,#컬러포인트,#화사한,#봄,#캐주얼,#반스,#파르티멘토,#티미드프리크,#엠엘비,#아웃도어 프로덕츠,#캔버스/단화,#숏 팬츠,#선글라스,#액자/포스터,#버킷/사파리햇",https:////image.msscdn.net/images/codimap/detail/3351/detail_3351_1_500.jpg?202401111901
118,캐주얼,여름 캐주얼 룩,2021.05.28,"10,593",4,로고 프린팅 티셔츠와 데님 팬츠를 코디하고 플립플랍으로 마무리한 캐주얼 룩,"#찢청,#로고플레이,#봄,#캐주얼,#겐지,#문수권세컨,#피그앤헨,#에이카화이트,#뉴발란스,#선글라스,#데님 팬츠,#안경 소품,#팔찌,#반소매 티셔츠",https:////image.msscdn.net/images/codimap/detail/3348/detail_3348_1_500.jpg?202401111901
119,걸리시,더플코트 코디,2021.01.29,"1,912",4,카라 디테일이 돋보이는 더플코트와 스웨트셔츠를 매치하고 미니스커트로 완성한 걸리시 룩,"#겨울,#걸리시,#로맨틱크라운,#더 로켓,#더블유브이프로젝트,#조셉앤스테이시,#스파오,#닥터마틴,#양말,#미니스커트,#맨투맨/스웨트셔츠,#장갑,#겨울 기타 코트,#부츠,#기타 스니커즈",https:////image.msscdn.net/images/codimap/detail/1654/detail_1654_1_500.jpg?202401111901
120,스트릿,조거 팬츠가 대세,2020.10.29,"28,530",4,캐주얼 무드의 니트와 조거 팬츠를 매치하고 하이탑 스니커즈로 마무리한 스트릿 룩,"#가을,#스트릿,#제로,#쇼브오프,#라퍼지스토어,#크리틱,#트레이닝/조거 팬츠,#액자/포스터,#팔찌,#메신저/크로스 백,#니트/스웨터",https:////image.msscdn.net/images/codimap/detail/326/detail_326_1_500.jpg?202401111901
121,걸리시,더플코트 코디,2021.01.29,"1,912",4,카라 디테일이 돋보이는 더플코트와 스웨트셔츠를 매치하고 미니스커트로 완성한 걸리시 룩,"#겨울,#걸리시,#로맨틱크라운,#더 로켓,#더블유브이프로젝트,#조셉앤스테이시,#스파오,#닥터마틴,#양말,#미니스커트,#맨투맨/스웨트셔츠,#장갑,#겨울 기타 코트,#부츠,#기타 스니커즈",https:////image.msscdn.net/images/codimap/detail/1654/detail_1654_1_500.jpg?202401111901
122,아메카지,벌룬 팬츠 활용법,2021.06.15,"3,445",4,편하게 입기 좋은 반팔 셔츠와 벌룬 팬츠를 코디하고 슬리퍼로 마무리한 아메리칸 캐주얼 룩,"#아메카지,#벌룬핏,#오버핏,#꾸안꾸,#여름,#아메리칸 캐주얼,#오버다인,#한글안경,#더블유브이프로젝트,#버켄스탁,#에스피오나지,#메신저/크로스 백,#안경,#코튼 팬츠,#샌들,#셔츠/블라우스",https:////image.msscdn.net/images/codimap/detail/3726/detail_3726_1_500.jpg?202401111901
123,캐주얼,지금 입기 좋아,2022.04.14,"6,228",4,깔끔한 디자인의 반팔 티셔츠와 카고 팬츠를 코디하고 에코백으로 완성한 캐주얼 룩,"#캠퍼스,#와이드핏,#오버핏,#카고,#로고플레이,#봄,#캐주얼,#낫포너드,#파르티멘토,#리,#카시오,#커먼프로젝트,#트레이닝/조거 팬츠,#안경 소품,#셔츠/블라우스,#반소매 티셔츠,#에코백,#디지털",https:////image.msscdn.net/images/codimap/detail/14701/detail_14701_1_500.jpg?202401111901
124,캐주얼,꾸안꾸의 정석,2022.11.16,"2,071",4,체크 패턴이 돋보이는 조거 팬츠와 후드 티셔츠를 코디하고 플리스로 완성한 캐주얼 룩,"#겨울,#캐주얼,#로드,#에이치유엠,#엘리오티,#우알롱,#캘빈클라인 진,#코닥,#레터링,#편안한,#꾸안꾸,#체크,#플리스,#로고플레이,#셀럽템,#패션스니커즈화,#트레이닝/조거 팬츠,#캡/야구 모자,#후드 티셔츠,#메신저/크로스 백,#플리스/뽀글이",https:////image.msscdn.net/images/codimap/detail/19796/detail_19796_1_500.jpg?202401111901
125,아메카지,캐주얼의 정석,2021.07.02,"5,410",4,오버 핏 반팔 티셔츠와 벌룬 팬츠를 코디하고 토트백으로 완성한 아메리칸 캐주얼 룩,"#아메카지,#벌룬핏,#뉴트럴톤,#로고플레이,#오버핏,#꾸안꾸,#여름,#아메리칸 캐주얼,#제멋,#벤 데이비스,#그라미치,#커버낫,#뉴발란스,#코튼 팬츠,#안경 소품,#캡/야구 모자,#숄더백,#반소매 티셔츠,#샌들",https:////image.msscdn.net/images/codimap/detail/4025/detail_4025_1_500.jpg?202401111901
126,캐주얼,어울리는 조합,2021.07.02,"2,079",4,그래픽 티셔츠에 숏 팬츠와 스니커즈를 더해 완성한 캐주얼 룩,"#레터링,#그래픽,#캠퍼스,#여름,#캐주얼,#베이크솔,#커버낫,#리복,#누깍,#캔버스/단화,#버킷/사파리햇,#토트백",https:////image.msscdn.net/images/codimap/detail/4027/detail_4027_1_500.jpg?202401111901
127,캐주얼,블랙으로 완성,2021.05.17,"3,667",4,로고 디테일이 돋보이는 스웨트셔츠에 숏 팬츠를 매치한 이지 캐주얼 룩,"#봄,#캐주얼,#아임낫어휴먼비잉,#컨버스,#에이소프,#뉴발란스,#양말,#백팩,#맨투맨/스웨트셔츠,#숏 팬츠",https:////image.msscdn.net/images/codimap/detail/3179/detail_3179_1_500.jpg?202401111901
128,캐주얼,추천 캠퍼스 코디,2022.08.25,"15,277",4,로고 포인트의 스웨트셔츠와 데님 팬츠를 스타일링하고 스니커즈로 연출한 캐주얼 룩,"#로고플레이,#자수,#캠퍼스,#꾸안꾸,#여름,#캐주얼,#네이키드니스,#반스,#사운즈라이프,#신지모루,#예일,#백팩,#캔버스/단화,#데님 팬츠,#시계 용품,#맨투맨/스웨트셔츠",https:////image.msscdn.net/images/codimap/detail/18371/detail_18371_1_500.jpg?202401111901
129,걸리시,패턴 활용법,2021.03.22,"1,962",3,블랙 컬러 후드 티셔츠에 애니멀 패턴이 돋보이는 미니스커트와 폰 케이스로 완성한 걸리시 룩,"#봄,#걸리시,#스컬프터,#아파트먼트,#슈펜,#어피스오브케이크,#와릿이즌,#스칼렛또,#반소매 티셔츠,#후드 티셔츠,#부츠,#케이스/슬리브,#메신저/크로스 백,#팔찌",https:////image.msscdn.net/images/codimap/detail/2357/detail_2357_1_500.jpg?202401111901
130,캐주얼,레이어드 연출법,2021.07.01,"2,730",3,스트라이프 패턴이 돋보이는 베스트와 반팔 티셔츠를 레이어드하고 데님 팬츠를 더해 완성한 캐주얼 룩,"#스트라이프,#캠퍼스,#남친룩,#여름,#캐주얼,#반스,#로우로우,#비슬로우,#미니멀프로젝트,#제로,#캔버스/단화,#백팩,#기타 컬처,#데님 팬츠,#반소매 티셔츠,#베스트",https:////image.msscdn.net/images/codimap/detail/3997/detail_3997_1_500.jpg?202401111901
131,캐주얼,옐로 컬러 포인트,2021.03.18,"4,594",3,로고 프린팅이 돋보이는 스웨트셔츠와 스웨트 팬츠를 매치하고 옐로 컬러의 볼캡으로 포인트를 준 캐주얼 룩,"#봄,#캐주얼,#어나더브릿지,#엘라고,#5252 바이 오아이오아이,#시눈,#레이디 볼륨,#나이키,#선글라스,#케이스/슬리브,#캡/야구 모자,#트레이닝/조거 팬츠,#패션스니커즈화",https:////image.msscdn.net/images/codimap/detail/2314/detail_2314_1_500.jpg?202401111901
132,캐주얼,눈에 띄는 디테일,2020.11.05,"3,337",3,화사한 체크 셔츠와 레터링이 인상적인 니트를 레이어드한 후 그린 컬러의 스니커즈로 마무리한 이지 캐주얼 룩,"#가을,#캐주얼,#아조바이아조,#86로드,#커버낫,#메리제임스,#컨버스,#반소매 티셔츠,#니트/스웨터,#데님 팬츠,#안경,#셔츠/블라우스",https:////image.msscdn.net/images/codimap/detail/442/detail_442_1_500.jpg?202401111901
133,스트릿,시크한 매력,2021.02.26,"2,146",3,"패치워크가 돋보이는 티셔츠와 스타디움 재킷을 연출하고 비니, 스니커즈로 포인트를 준 스트릿 룩","#봄,#스트릿,#드네이지,#셉텐벌5,#플레어업,#트레이닝/조거 팬츠,#안경 소품,#액자/포스터,#목걸이/펜던트,#비니",https:////image.msscdn.net/images/codimap/detail/2037/detail_2037_1_500.jpg?202401111901
134,캐주얼,블루 포인트,2021.07.09,"7,489",3,오버 핏 티셔츠에 조거 팬츠를 매치하고 로고가 돋보이는 에코백으로 완성한 이지 캐주얼 룩,"#편안한,#원마일웨어,#오버핏,#로고플레이,#에코,#여름,#캐주얼,#제멋,#엠엘비,#마리떼,#제로,#컨버스,#셔츠/블라우스,#반소매 티셔츠,#캡/야구 모자,#에코백,#트레이닝/조거 팬츠",https:////image.msscdn.net/images/codimap/detail/4289/detail_4289_1_500.jpg?202401111901
135,캐주얼,돋보이는 센스,2021.07.12,"1,080",3,그래픽이 돋보이는 반팔 티셔츠에 데님 팬츠를 코디하고 크로스 백으로 마무리한 캐주얼 룩,"#그래픽,#와이드핏,#남친룩,#캠퍼스,#여름,#캐주얼,#핍스,#토마스모어,#컨버스,#본챔스,#지샥,#메신저/크로스 백,#기타 컬처,#데님 팬츠,#반소매 티셔츠,#디지털",https:////image.msscdn.net/images/codimap/detail/4327/detail_4327_1_500.jpg?202401111901
136,캐주얼,톤온톤 좋아,2021.03.09,"6,018",3,베이지 컬러의 트러커 재킷에 아이보리 진을 매치한 후 같은 톤의 볼캡으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#무신사 스탠다드,#와르,#커스텀어클락,#마우,#마하그리드,#틀영,#반소매 티셔츠,#긴소매 티셔츠,#코튼 팬츠,#안경 소품,#카디건,#캔버스/단화,#캡/야구 모자",https:////image.msscdn.net/images/codimap/detail/2161/detail_2161_1_500.jpg?202401111901
137,캐주얼,베스트 더하기,2021.07.01,"3,818",3,반팔 티셔츠에 그린 컬러가 돋보이는 베스트를 더하고 데님 숏 팬츠로 완성한 캐주얼 룩,"#캠퍼스,#남친룩,#벌룬핏,#여름,#캐주얼,#컨버스,#레테르코모,#페넥,#사운즈라이프,#셔츠/블라우스,#백팩,#숏 팬츠,#베스트",https:////image.msscdn.net/images/codimap/detail/3999/detail_3999_1_500.jpg?202401111901
138,캐주얼,추천 스타일링,2021.07.02,"5,133",3,"프린팅이 돋보이는 반팔 티셔츠에 데님 팬츠, 스니커즈를 더해 연출한 캐주얼 룩","#캠퍼스,#꾸안꾸,#와이드핏,#그래픽,#남친룩,#여름,#캐주얼,#포콤마,#프로스펙스,#테이크이지,#예일,#엄브로,#목걸이/펜던트,#패션스니커즈화,#데님 팬츠,#반소매 티셔츠,#메신저/크로스 백",https:////image.msscdn.net/images/codimap/detail/4036/detail_4036_1_500.jpg?202401111901
139,캐주얼,가볍게 즐겨,2021.07.02,"2,802",3,컬러 블록이 돋보이는 티셔츠와 스웨트 팬츠를 매치하고 스니커즈로 편안함을 더한 이지 캐주얼 룩,"#모노톤,#톤온톤,#컬러블록,#편안한,#원마일웨어,#여름,#캐주얼,#플레이언,#제로,#아디다스,#리,#헤드폰,#웨이스트 백,#트레이닝/조거 팬츠,#패션스니커즈화,#반소매 티셔츠",https:////image.msscdn.net/images/codimap/detail/4039/detail_4039_1_500.jpg?202401111901
140,캐주얼,체크체크해!,2021.02.19,"4,978",3,"체크 패턴이 돋보이는 스웨트셔츠와 더플코트, 플리츠스커트를 매치하고 버킷햇으로 완성한 캐주얼 룩","#봄,#캐주얼,#슬리피슬립,#오찌,#치키타,#우주스튜디오,#우아,#질바이질스튜어트,#버킷/사파리햇,#기타 스니커즈,#롱스커트,#맨투맨/스웨트셔츠,#양말",https:////image.msscdn.net/images/codimap/detail/1946/detail_1946_1_500.jpg?202401111901
141,캐주얼,감각적 코디,2021.07.02,"4,774",3,로고 프린팅 티셔츠와 데님 팬츠를 코디하고 그래픽이 돋보이는 토트백으로 포인트를 준 캐주얼 룩,"#그래픽,#로고플레이,#남친룩,#오버핏,#워싱,#여름,#캐주얼,#블레스드 뷸렛,#어널러코드,#엘엠씨,#얼킨,#목걸이/펜던트,#반소매 티셔츠,#토트백",https:////image.msscdn.net/images/codimap/detail/4026/detail_4026_1_500.jpg?202401111901
142,댄디,올 블랙 멋,2021.08.04,"1,644",3,펀칭 디테일이 돋보이는 니트에 숏 팬츠를 코디하고 블로퍼로 멋을 더한 댄디 룩,"#레더,#올블랙,#미니멀,#펀칭,#여름,#댄디,#마이애미프로젝트,#메종미네드,#리에티,#인템포무드,#코닥,#블로퍼,#니트/스웨터,#선글라스,#데님 팬츠,#메신저/크로스 백",https:////image.msscdn.net/images/codimap/detail/5190/detail_5190_1_500.jpg?202401111901
143,댄디,화사한 코디,2021.07.15,"2,524",3,화사한 스트라이프 셔츠에 린넨 슬랙스를 매치하고 토트백으로 마무리한 댄디 룩,"#루즈핏,#데이트,#린넨,#와이드핏,#화사한,#여름,#댄디,#내셔널 퍼블리시티,#커스텀에이드,#다이아몬드 레이라,#애습,#토트백,#캔버스/단화,#안경,#셔츠/블라우스,#슈트 팬츠/슬랙스",https:////image.msscdn.net/images/codimap/detail/4500/detail_4500_1_500.jpg?202401111901
144,캐주얼,봄 소풍 가는 날,2021.03.17,"3,631",3,귀여운 플라워 패턴이 돋보이는 베스트에 데님 재킷을 매치하고 스니커즈를 더해 완성한 캐주얼 룩,"#봄,#캐주얼,#리복,#로얄라이프,#키르시,#스파오,#로씨로씨,#타게토,#펀프롬펀,#패션스니커즈화,#셔츠/블라우스,#반소매 티셔츠,#양말,#베스트,#롱스커트,#메신저/크로스 백,#크로스백",https:////image.msscdn.net/images/codimap/detail/2291/detail_2291_1_500.jpg?202401111901
145,아메카지,벌룬 팬츠로 완성,2021.08.05,"2,020",3,벌룬 핏 코튼 팬츠에 반팔 티셔츠를 스타일링한 후 슬리퍼로 완성한 아메리칸 캐주얼 룩,"#뉴트럴톤,#벌룬핏,#꾸안꾸,#아메카지,#여름,#아메리칸 캐주얼,#버켄스탁,#와일드 브릭스,#벤 데이비스,#유니폼브릿지,#사운즈라이프,#슬리퍼,#숄더백,#잡지/무크지,#셔츠/블라우스,#반소매 티셔츠,#버킷/사파리햇,#코튼 팬츠",https:////image.msscdn.net/images/codimap/detail/5239/detail_5239_1_500.jpg?202401111901
146,비즈니스캐주얼,트렌디한 느낌,2021.07.02,"3,444",3,그린 컬러 니트에 슬랙스를 매치하고 브리프케이스로 마무리한 포멀 룩,"#톤온톤,#단정한,#출근룩,#뉴트럴톤,#미니멀,#여름,#포멀,#로렌스폴,#쌤소나이트 레드,#라이크썸모어,#어반드레스,#브아빗,#안경,#브리프케이스,#구두,#니트/스웨터,#슈트 팬츠/슬랙스,#비즈니스캐주얼",https:////image.msscdn.net/images/codimap/detail/4038/detail_4038_1_500.jpg?202401111901
